chr,start,end,peak_id,score
chr2,11771799,11772917,peak_01920,522
chr2,11781904,11782362,peak_04025,379
chr2,11783533,11784500,peak_01176,671
chr2,11789868,11791587,peak_01021,379
chr2,11792239,11793071,peak_00540,30
chr2,11798171,11799296,peak_01360,159
chr2,11800331,11801799,peak_03810,27
chr2,11841286,11842612,peak_03619,721
chr2,11859229,11859373,peak_00411,39
chr2,11863030,11864789,peak_04534,582
chr2,11867274,11868874,peak_02307,289
chr2,11876274,11876484,peak_02261,464
chr2,11880537,11881115,peak_00206,794
chr2,11883221,11883412,peak_03777,674
chr2,11890581,11891397,peak_01063,747
chr2,11905162,11906853,peak_02312,691
chr2,11911671,11912098,peak_02678,975
chr2,11914465,11915426,peak_03476,317
chr2,11915456,11916681,peak_02239,618
chr2,11920181,11920405,peak_01776,519
chr2,11923361,11923817,peak_02403,120
chr2,11930696,11932552,peak_04120,122
chr2,11936696,11937475,peak_02722,189
chr2,11945860,11946260,peak_01550,563
chr2,11955888,11957336,peak_04692,962
chr2,11964510,11964729,peak_01441,960
chr2,11965718,11965845,peak_01239,987
chr2,11971317,11971885,peak_01105,982
chr3,500239,502221,peak_04844,590
chr3,516515,517654,peak_03184,377
chr3,522652,524216,peak_03922,318
chr3,559460,560991,peak_03787,712
chr3,559915,560300,peak_03366,424
chr3,568662,570079,peak_00006,226
chr3,570334,571351,peak_00299,825
chr3,575476,577328,peak_01171,651
chr3,602050,602259,peak_03983,630
chr3,603060,604222,peak_04873,276
chr3,648613,650131,peak_03417,354
chr3,661136,662281,peak_04210,392
chr3,661191,662615,peak_03139,220
chr3,662306,662439,peak_00018,372
chr3,674763,676366,peak_00845,882
chr3,686077,687571,peak_01765,498
chr3,687394,689193,peak_02448,268
chr3,691814,693794,peak_04781,387
chr3,702445,704390,peak_00176,339
chr3,702483,703141,peak_01547,115
chr3,705696,706577,peak_01249,620
chr3,706814,706931,peak_00008,372
chr3,750704,751426,peak_04973,512
chr3,763319,764523,peak_02423,56
chr3,768433,769483,peak_04442,51
chr3,775036,776176,peak_03780,28
chr3,792638,792886,peak_00229,506
chr3,801091,803089,peak_01507,849
chr3,803616,804248,peak_04885,879
chr3,809405,810714,peak_00253,45
chr3,810374,811634,peak_00120,427
chr3,831352,832973,peak_00690,583
chr3,841715,842225,peak_04659,305
chr3,850321,851336,peak_01757,302
chr3,864251,865486,peak_02687,548
chr3,887266,888643,peak_02351,872
chr3,891898,892017,peak_04860,120
chr3,914622,914862,peak_02856,985
chr3,937358,938610,peak_04871,502
chr3,955208,955726,peak_04095,471
chr3,963061,964570,peak_02305,674
chr3,965058,965775,peak_03350,285
chr3,968591,968731,peak_00641,686
chr3,971206,971651,peak_01938,140
chr3,985543,985671,peak_01416,987
chr3,990366,991300,peak_02634,33
chr3,1006192,1007620,peak_02827,115
chr3,1017933,1018459,peak_00402,527
chr3,1021905,1023529,peak_04080,21
chr3,1022395,1023401,peak_02908,530
chr3,1026906,1028458,peak_03342,121
chr3,1030358,1030716,peak_03268,129
chr3,1038879,1039575,peak_03261,697
chr3,1063123,1064544,peak_00393,918
chr3,1069384,1071082,peak_03157,484
chr3,1092103,1093487,peak_03835,959
chr3,1098174,1099593,peak_03152,708
chr3,1100850,1102438,peak_03751,633
chr3,1111366,1111547,peak_04958,691
chr3,1117040,1118346,peak_01534,606
chr3,1130154,1131690,peak_03785,701
chr3,1142260,1143201,peak_02520,961
chr3,1159240,1160023,peak_01233,648
chr3,1169244,1169375,peak_01126,758
chr3,1172399,1173718,peak_02902,368
chr3,1173892,1175861,peak_04232,162
chr3,1177052,1178352,peak_02317,833
chr3,1204019,1204320,peak_03930,465
chr3,1217302,1218178,peak_03075,341
chr3,1250581,1251488,peak_03694,447
chr3,1261412,1261800,peak_04620,882
chr3,1267388,1267990,peak_00673,737
chr3,1270133,1271256,peak_03442,952
chr3,1270410,1271561,peak_01866,971
chr3,1285354,1285474,peak_04274,806
chr3,1301129,1302833,peak_03703,949
chr3,1321216,1321660,peak_02897,593
chr3,1326420,1328284,peak_00498,517
chr3,1349367,1351108,peak_02108,834
chr3,1351096,1352915,peak_02005,869
chr3,1352755,1354109,peak_03141,192
chr3,1352788,1354580,peak_00687,65
chr3,1353119,1353926,peak_00902,717
chr3,1357835,1359375,peak_00284,956
chr3,1360900,1362224,peak_00388,19
chr3,1364564,1366415,peak_02495,301
chr3,1378238,1379623,peak_04057,692
chr3,1402959,1404324,peak_01841,724
chr3,1416890,1417880,peak_01142,110
chr3,1436398,1436732,peak_02324,520
chr3,1475782,1475884,peak_01270,400
chr3,1490629,1491296,peak_00811,564
chr3,1503769,1505031,peak_01659,283
chr3,1534318,1535123,peak_01047,308
chr3,1553009,1554547,peak_01061,891
chr3,1556302,1556931,peak_02093,819
chr3,1564710,1565599,peak_01892,258
chr3,1565141,1567130,peak_00552,164
chr3,1573400,1575120,peak_01346,34
chr3,1580696,1582606,peak_04524,152
chr3,1581459,1582891,peak_02208,915
chr3,1600830,1601923,peak_01853,111
chr3,1610973,1611825,peak_02768,703
chr3,1617085,1617583,peak_03873,271
chr3,1631321,1632796,peak_01690,323
chr3,1634142,1634679,peak_02327,422
chr3,1634728,1636052,peak_00430,230
chr3,1634939,1635108,peak_00867,770
chr3,1642019,1643717,peak_03729,318
chr3,1644823,1646068,peak_04624,783
chr3,1646377,1647625,peak_04926,583
chr3,1670633,1672121,peak_02396,731
chr3,1671765,1673175,peak_03163,788
chr3,1681024,1682434,peak_02407,138
chr3,1705963,1706662,peak_00936,334
chr3,1722211,1723967,peak_01474,107
chr3,1726645,1728449,peak_04223,594
chr3,1749412,1750135,peak_04709,991
chr3,1750209,1750682,peak_02336,852
chr3,1750569,1751834,peak_04786,892
chr3,1750870,1750993,peak_02895,959
chr3,1780870,1781989,peak_03471,498
chr3,1781346,1782211,peak_01780,939
chr3,1783439,1785160,peak_02523,325
chr3,1796018,1797120,peak_04478,936
chr3,1809110,1809833,peak_04783,545
chr3,1816584,1818537,peak_02436,440
chr3,1834934,1836817,peak_02481,212
chr3,1841308,1841880,peak_00033,837
chr3,1859304,1861222,peak_00796,980
chr3,1861144,1862599,peak_00606,887
chr3,1863434,1864548,peak_02245,82
chr3,1864543,1864875,peak_03743,533
chr3,1871449,1872464,peak_03626,896
chr3,1882211,1883311,peak_02607,101
chr3,1885726,1886885,peak_01760,929
chr3,1889272,1890256,peak_02033,26
chr3,1902664,1903975,peak_04463,848
chr3,1907743,1907937,peak_01284,98
chr3,1920289,1920957,peak_02975,540
chr3,1936822,1938584,peak_03394,586
chr3,1941144,1942097,peak_03633,863
chr3,1951476,1951899,peak_02890,368
chr3,1977855,1978737,peak_00772,808
chr3,2000427,2001628,peak_03271,411
chr3,2005602,2006162,peak_04856,479
chr3,2015017,2015697,peak_03397,885
chr3,2045843,2046270,peak_02640,806
chr3,2057301,2057489,peak_04654,975
chr3,2062017,2063456,peak_03137,274
chr3,2068286,2068849,peak_00104,23
chr3,2069858,2070634,peak_03355,380
chr3,2124452,2125969,peak_01758,373
chr3,2138926,2140381,peak_00864,432
chr3,2145719,2147112,peak_02449,341
chr3,2185699,2185948,peak_02647,568
chr3,2211733,2213381,peak_00014,151
chr3,2217626,2218312,peak_02075,647
chr3,2239313,2240948,peak_03995,43
chr3,2285567,2286563,peak_03172,345
chr3,2290147,2290858,peak_02232,905
chr3,2290168,2291905,peak_03090,918
chr3,2291408,2292454,peak_00128,994
chr3,2296937,2297734,peak_01440,803
chr3,2299087,2301010,peak_01219,535
chr3,2310809,2312754,peak_02204,681
chr3,2316183,2316291,peak_01580,591
chr3,2321184,2321397,peak_04005,469
chr3,2333702,2333826,peak_02110,40
chr3,2334776,2335968,peak_01637,248
chr3,2369642,2369805,peak_02437,808
chr3,2371227,2372907,peak_03259,567
chr3,2378179,2379772,peak_04312,975
chr3,2380672,2381903,peak_04021,500
chr3,2382101,2383945,peak_01551,561
chr3,2403979,2405398,peak_00341,684
chr3,2406285,2407578,peak_01157,497
chr3,2481252,2481515,peak_04689,175
chr3,2495432,2497102,peak_01977,249
chr3,2503441,2504916,peak_00829,496
chr3,2507924,2509150,peak_03836,984
chr3,2511041,2511958,peak_04580,470
chr3,2526041,2527734,peak_04606,988
chr3,2548089,2548764,peak_04561,98
chr3,2579392,2580984,peak_01933,97
chr3,2596747,2598437,peak_02585,215
chr3,2600591,2602525,peak_04752,176
chr3,2604247,2604967,peak_03400,257
chr3,2641466,2642392,peak_02490,40
chr3,2642369,2643945,peak_02130,201
chr3,2670932,2672165,peak_02070,567
chr3,2680209,2680627,peak_04652,69
chr3,2689576,2691328,peak_02717,620
chr3,2691916,2692878,peak_01999,268
chr3,2721508,2722691,peak_04431,704
chr3,2730429,2731932,peak_03430,66
chr3,2731225,2732044,peak_02012,557
chr3,2746464,2746604,peak_04751,711
chr3,2772936,2774704,peak_00366,24
chr3,2776246,2776597,peak_01930,784
chr3,2778696,2778836,peak_00077,403
chr3,2782934,2784272,peak_04827,432
chr3,2823384,2824000,peak_01014,914
chr3,2830994,2831146,peak_02811,338
chr3,2843539,2844039,peak_02860,945
chr3,2852177,2853401,peak_02575,351
chr3,2856221,2857155,peak_00144,930
chr3,2900315,2901581,peak_02989,591
chr3,2902223,2904138,peak_00571,874
chr3,2903175,2905174,peak_03999,932
chr3,2907238,2908493,peak_03556,792
chr3,2948269,2949815,peak_00396,532
chr3,2959882,2960343,peak_04153,318
chr3,2967618,2968342,peak_01613,245
chr3,2986009,2987709,peak_01525,440
chr3,2992407,2993034,peak_03252,261
chr3,3029479,3030056,peak_02527,444
chr3,3031922,3032433,peak_04186,480
chr3,3076035,3076279,peak_03416,626
chr3,3077672,3079232,peak_00260,500
chr3,3084067,3084632,peak_04705,516
chr3,3105758,3106696,peak_03279,378
chr3,3114045,3115207,peak_04642,509
chr3,3125219,3126975,peak_03608,13
chr3,3142994,3144023,peak_02927,933
chr3,3155787,3157038,peak_02718,663
chr3,3156648,3157247,peak_02166,745
chr3,3158945,3159340,peak_00115,364
chr3,3163411,3163620,peak_02010,765
chr3,3164355,3165659,peak_01044,20
chr3,3183765,3184854,peak_02354,376
chr3,3185839,3185989,peak_01645,860
chr3,3197887,3198151,peak_04406,602
chr3,3207870,3208035,peak_01035,359
chr3,3223166,3223979,peak_01406,135
chr3,3225800,3226115,peak_04137,879
chr3,3233008,3233865,peak_00789,817
chr3,3243429,3244780,peak_04198,989
chr3,3244826,3246042,peak_04842,464
chr3,3253859,3254119,peak_02432,221
chr3,3259977,3261576,peak_01093,301
chr3,3267847,3269084,peak_00904,59
chr3,3294156,3296050,peak_02937,220
chr3,3304096,3306079,peak_04135,14
chr3,3307930,3308894,peak_04036,854
chr3,3318890,3320811,peak_04128,117
chr3,3335375,3335609,peak_00664,886
chr3,3365082,3365185,peak_01925,231
chr3,3365920,3367416,peak_01816,223
chr3,3373963,3375903,peak_00386,301
chr3,3377442,3378256,peak_02469,262
chr3,3381109,3381946,peak_04912,602
chr3,3401111,3402374,peak_04058,778
chr3,3428858,3430092,peak_00035,966
chr3,3430555,3431127,peak_02619,237
chr3,3434128,3435521,peak_04684,932
chr3,3460132,3461683,peak_02961,80
chr3,3482382,3483952,peak_03477,378
chr3,3494812,3495646,peak_03407,672
chr3,3499995,3500932,peak_04494,328
chr3,3503303,3503451,peak_00878,961
chr3,3524411,3524579,peak_01339,705
chr3,3544484,3545904,peak_00548,620
chr3,3550245,3551096,peak_04212,657
chr3,3557362,3557660,peak_04178,503
chr3,3558466,3559238,peak_00009,651
chr3,3559141,3560887,peak_01710,454
chr3,3567155,3568045,peak_01632,499
chr3,3572741,3574105,peak_01058,863
chr3,3577356,3577877,peak_03067,626
chr3,3582390,3582620,peak_00345,968
chr3,3614656,3615282,peak_04356,31
chr3,3618858,3619150,peak_04733,794
chr3,3619300,3621087,peak_02202,436
chr3,3632439,3633955,peak_03769,473
chr3,3645060,3645212,peak_00158,47
chr3,3649251,3651093,peak_01901,684
chr3,3663731,3665351,peak_00916,777
chr3,3686927,3688740,peak_03214,728
chr3,3708457,3710145,peak_02772,270
chr3,3728381,3729232,peak_04608,560
chr3,3749262,3749398,peak_04516,809
chr3,3756721,3757520,peak_02826,944
chr3,3759796,3761534,peak_01505,123
chr3,3778974,3779836,peak_02911,127
chr3,3805295,3806541,peak_00534,741
chr3,3806347,3806675,peak_01203,544
chr3,3818346,3819602,peak_02699,862
chr3,3818878,3820485,peak_02791,620
chr3,3822968,3824176,peak_03675,481
chr3,3839755,3840055,peak_03491,139
chr3,3843916,3845251,peak_04496,225
chr3,3845548,3846705,peak_02983,593
chr3,3849827,3850298,peak_02951,342
chr3,3866240,3866721,peak_04550,658
chr3,3866645,3867343,peak_02987,137
chr3,3877034,3878100,peak_01723,408
chr3,3878875,3880617,peak_02203,410
chr3,3882356,3883896,peak_02355,900
chr3,3913608,3914263,peak_02235,795
chr3,3923039,3923966,peak_00617,335
chr3,3935476,3936449,peak_01209,273
chr3,3945980,3946710,peak_00053,947
chr3,3951572,3951790,peak_01299,308
chr3,3956830,3958179,peak_00189,711
chr3,3957861,3959855,peak_02781,510
chr3,3968031,3969069,peak_00945,527
chr3,3974410,3976119,peak_04334,572
chr3,3980576,3981750,peak_02991,857
chr3,3988927,3990814,peak_02465,836
chr3,3998238,3999618,peak_03950,730
chr3,4011252,4013071,peak_02318,159
chr3,4012415,4014200,peak_01656,758
chr3,4015226,4016721,peak_04360,679
chr3,4044677,4046012,peak_00890,598
chr3,4051019,4051569,peak_00532,574
chr3,4058786,4059542,peak_04215,365
chr3,4061493,4061636,peak_03029,209
chr3,4067662,4068875,peak_02493,353
chr3,4075312,4076424,peak_03333,451
chr3,4079501,4081034,peak_00681,228
chr3,4111710,4111931,peak_03808,230
chr3,4119148,4119721,peak_03544,897
chr3,4119470,4120654,peak_03346,904
chr3,4131707,4132325,peak_00544,196
chr3,4145047,4145400,peak_04188,85
chr3,4150502,4151720,peak_00842,695
chr3,4152987,4154715,peak_03483,172
chr3,4164143,4165920,peak_00482,667
chr3,4205123,4206464,peak_00070,912
chr3,4230640,4231202,peak_02732,889
chr3,4236731,4238596,peak_04643,378
chr3,4237580,4238718,peak_03988,637
chr3,4238692,4240248,peak_02185,523
chr3,4258230,4259402,peak_04273,704
chr3,4268575,4270389,peak_00761,311
chr3,4287978,4289375,peak_00391,12
chr3,4295053,4296021,peak_04937,619
chr3,4306789,4307098,peak_00766,526
chr3,4359980,4360975,peak_02398,459
chr3,4366755,4368196,peak_00967,590
chr3,4379847,4380811,peak_03354,350
chr3,4382791,4383103,peak_04934,706
chr3,4384130,4385316,peak_01294,770
chr3,4391647,4392920,peak_01895,73
chr3,4394332,4395723,peak_03850,960
chr3,4404128,4404401,peak_03582,270
chr3,4418047,4418201,peak_03043,164
chr3,4426361,4426955,peak_03278,388
chr3,4427046,4428299,peak_04168,864
chr3,4443596,4444078,peak_03091,210
chr3,4474935,4476302,peak_00740,554
chr3,4494085,4496073,peak_04281,358
chr3,4496621,4497440,peak_03211,740
chr3,4498371,4499471,peak_01437,558
chr3,4506687,4507127,peak_00585,384
chr3,4516927,4517195,peak_02230,322
chr3,4527364,4528158,peak_03667,179
chr3,4540986,4542637,peak_02577,910
chr3,4562380,4563606,peak_02603,678
chr3,4581634,4582042,peak_03015,214
chr3,4590530,4592334,peak_02787,370
chr3,4621068,4621617,peak_02847,400
chr3,4685400,4685970,peak_00753,421
chr3,4693031,4694696,peak_00710,242
chr3,4700366,4700782,peak_01213,850
chr3,4709354,4710421,peak_03249,378
chr3,4725434,4727168,peak_03629,559
chr3,4758260,4760232,peak_00934,314
chr3,4774001,4774406,peak_02024,622
chr3,4784958,4785690,peak_03266,727
chr3,4820021,4821585,peak_02846,37
chr3,4836188,4837933,peak_04653,735
chr3,4841315,4842149,peak_04293,713
chr3,4845876,4847381,peak_03177,302
chr3,4849890,4851511,peak_00347,988
chr3,4851254,4852885,peak_01303,995
chr3,4865419,4866769,peak_00381,598
chr3,4871049,4872910,peak_01914,379
chr3,4873556,4874013,peak_03889,21
chr3,4889127,4890757,peak_00983,594
chr3,4891620,4892579,peak_00963,606
chr3,4892252,4892992,peak_04974,207
chr3,4905049,4906104,peak_04672,616
chr3,4905093,4905764,peak_01973,943
chr3,4918058,4918775,peak_04991,258
chr3,4932396,4934027,peak_03562,261
chr3,4939264,4939910,peak_01514,237
chr3,4939264,4940397,peak_01880,850
chr3,4956073,4956497,peak_04711,273
chr3,4963391,4963510,peak_00871,465
chr3,4974680,4976317,peak_01595,315
chr3,4989630,4990145,peak_04151,662
chr3,4991402,4993207,peak_01976,644
chr3,5006294,5007222,peak_03759,415
chr3,5014241,5014405,peak_00825,178
chr3,5027993,5029788,peak_01072,372
chr3,5030285,5031954,peak_00296,714
chr3,5042799,5043765,peak_03153,995
chr3,5044555,5045107,peak_01722,587
chr3,5051343,5052124,peak_04670,426
chr3,5051869,5053285,peak_03116,461
chr3,5057607,5059384,peak_04298,517
chr3,5084610,5085067,peak_01649,668
chr3,5093417,5094384,peak_04697,487
chr3,5098016,5098170,peak_03445,443
chr3,5120135,5122012,peak_02882,466
chr3,5131738,5132143,peak_02762,590
chr3,5144779,5145989,peak_02946,82
chr3,5168764,5170235,peak_00301,389
chr3,5173823,5174509,peak_03589,658
chr3,5192073,5192423,peak_01647,844
chr3,5211277,5211599,peak_03732,96
chr3,5223378,5223503,peak_01394,949
chr3,5235457,5236270,peak_03879,12
chr3,5242309,5243962,peak_03078,187
chr3,5242840,5244326,peak_04423,670
chr3,5248350,5249418,peak_01554,313
chr3,5256980,5258904,peak_04869,627
chr3,5279679,5280942,peak_01998,844
chr3,5281624,5283284,peak_02955,941
chr3,5287263,5288679,peak_03737,11
chr3,5288795,5289021,peak_01236,63
chr3,5300221,5301113,peak_03393,219
chr3,5307169,5308229,peak_02374,271
chr3,5314634,5315592,peak_03060,879
chr3,5314959,5316786,peak_01484,421
chr3,5345573,5346299,peak_01357,907
chr3,5351316,5352520,peak_00652,993
chr3,5362786,5363463,peak_03727,438
chr3,5370950,5372807,peak_02646,563
chr3,5372773,5373457,peak_03454,39
chr3,5421177,5422349,peak_04738,638
chr3,5425834,5427187,peak_02650,649
chr3,5448619,5450296,peak_03664,968
chr3,5454992,5455890,peak_01216,340
chr3,5458007,5458854,peak_01586,879
chr3,5458376,5459936,peak_03899,403
chr3,5462219,5462399,peak_01538,949
chr3,5483481,5484639,peak_04591,485
chr3,5492860,5494709,peak_01744,54
chr3,5511663,5512668,peak_04952,730
chr3,5521832,5522791,peak_04560,576
chr3,5535965,5537146,peak_01993,809
chr3,5537043,5539025,peak_00012,801
chr3,5540622,5542037,peak_04770,297
chr3,5540741,5542275,peak_04510,812
chr3,5541270,5541751,peak_03574,436
chr3,5548233,5549100,peak_01331,196
chr3,5552915,5554647,peak_01385,161
chr3,5560897,5562344,peak_03174,638
chr3,5570473,5571813,peak_03087,414
chr3,5573872,5574777,peak_02358,743
chr3,5584396,5586050,peak_04333,113
chr3,5587110,5588126,peak_02373,958
chr3,5589306,5590265,peak_02007,859
chr3,5597293,5598669,peak_04229,609
chr3,5609184,5610730,peak_00042,769
chr3,5610403,5611519,peak_03288,447
chr3,5621093,5622525,peak_00583,188
chr3,5622782,5624226,peak_00835,311
chr3,5630098,5631434,peak_04063,807
chr3,5638978,5639464,peak_04610,231
chr3,5639033,5640305,peak_03943,730
chr3,5639976,5640449,peak_00976,691
chr3,5644103,5644401,peak_00692,237
chr3,5655623,5656297,peak_04930,72
chr3,5657062,5657349,peak_00365,149
chr3,5665877,5666254,peak_00207,817
chr3,5676955,5678896,peak_01332,350
chr3,5681340,5682299,peak_00280,40
chr3,5702177,5703469,peak_02326,968
chr3,5745463,5746078,peak_04886,280
chr3,5755507,5756095,peak_03452,742
chr3,5765207,5765651,peak_02593,943
chr3,5770895,5771939,peak_02565,241
chr3,5771627,5772306,peak_03150,486
chr3,5775387,5776453,peak_03217,916
chr3,5791839,5793514,peak_00778,222
chr3,5844076,5844195,peak_00870,584
chr3,5851249,5852365,peak_00444,559
chr3,5853759,5854734,peak_02196,948
chr3,5863585,5863978,peak_00474,666
chr3,5875607,5876956,peak_02753,364
chr3,5876034,5876580,peak_03370,462
chr3,5889691,5889895,peak_00932,145
chr3,5891415,5891739,peak_02918,158
chr3,5896299,5897004,peak_02554,725
chr3,5909935,5911660,peak_04371,377
chr3,5910697,5912447,peak_02803,889
chr3,5917959,5919811,peak_03798,739
chr3,5938467,5939406,peak_02985,264
chr3,5954340,5955448,peak_02597,897
chr3,5996772,5998422,peak_02540,806
chr3,6001150,6002923,peak_00803,424
chr3,6005383,6005806,peak_03440,984
chr3,6010130,6010700,peak_00733,212
chr3,6027362,6027956,peak_03182,874
chr3,6044869,6046703,peak_00633,283
chr3,6052441,6052908,peak_02036,505
chr3,6072956,6074851,peak_00671,821
chr3,6079989,6081582,peak_01881,687
chr3,6084196,6085361,peak_01318,948
chr3,6089681,6089783,peak_02334,326
chr3,6098334,6099759,peak_01685,328
chr3,6099593,6101062,peak_01974,15
chr3,6125058,6126678,peak_04276,142
chr3,6127848,6128990,peak_02376,838
chr3,6129170,6129455,peak_01850,19
chr3,6146775,6147313,peak_01450,86
chr3,6160671,6162157,peak_04447,661
chr3,6169711,6171398,peak_00133,136
chr3,6176531,6177919,peak_03744,523
chr3,6189690,6191110,peak_04665,154
chr3,6193018,6193805,peak_00579,236
chr3,6209873,6210485,peak_01533,606
chr3,6213302,6213861,peak_01085,616
chr3,6214206,6215504,peak_02408,248
chr3,6217795,6218958,peak_01814,669
chr3,6218508,6218903,peak_00416,147
chr3,6221938,6223783,peak_04795,303
chr3,6237520,6238574,peak_01129,556
chr3,6239153,6241117,peak_04428,630
chr3,6239171,6240420,peak_03039,34
chr3,6254158,6255169,peak_02945,466
chr3,6256588,6257938,peak_00364,816
chr3,6281385,6282516,peak_00998,706
chr3,6315760,6316358,peak_01079,365
chr3,6328105,6328834,peak_04571,177
chr3,6342626,6343541,peak_01081,401
chr3,6353493,6354873,peak_03663,558
chr3,6364976,6366128,peak_02506,349
chr3,6366873,6367930,peak_00621,228
chr3,6387292,6388449,peak_03604,431
chr3,6393203,6394258,peak_02569,960
chr3,6408258,6409108,peak_01961,227
chr3,6423158,6424251,peak_01434,460
chr3,6437361,6439106,peak_04775,60
chr3,6446464,6446750,peak_04822,676
chr3,6451268,6451793,peak_01562,161
chr3,6484347,6485905,peak_02472,793
chr3,6487952,6489679,peak_02823,611
chr3,6493783,6494005,peak_03970,606
chr3,6513313,6513927,peak_03012,781
chr3,6558593,6560485,peak_00086,971
chr3,6590600,6592530,peak_02459,903
chr3,6603124,6605006,peak_01980,62
chr3,6632921,6633061,peak_02189,358
chr3,6637626,6639233,peak_00163,658
chr3,6638344,6639187,peak_03317,426
chr3,6647224,6648797,peak_02695,751
chr3,6649820,6651609,peak_00204,328
chr3,6658163,6659501,peak_04466,822
chr3,6658358,6659068,peak_04408,546
chr3,6659213,6660527,peak_02323,80
chr3,6662252,6662918,peak_01923,279
chr3,6672256,6674116,peak_02098,564
chr3,6681872,6682522,peak_01549,239
chr3,6684512,6685313,peak_01958,191
chr3,6687335,6687782,peak_02179,138
chr3,6688080,6688472,peak_02096,456
chr3,6689913,6691014,peak_04960,61
chr3,6696965,6697602,peak_00958,689
chr3,6697295,6699133,peak_04599,841
chr3,6704691,6706162,peak_01535,602
chr3,6704699,6705788,peak_00262,51
chr3,6715819,6716495,peak_00525,129
chr3,6716410,6718391,peak_04174,244
chr3,6738330,6739137,peak_03018,109
chr3,6740976,6742627,peak_04953,250
chr3,6754136,6755891,peak_04686,859
chr3,6764474,6765158,peak_01755,163
chr3,6775389,6776802,peak_03590,845
chr3,6785802,6786197,peak_02600,358
chr3,6807554,6809354,peak_04507,129
chr3,6818440,6819668,peak_04718,226
chr3,6830044,6831247,peak_00657,48
chr3,6848263,6849783,peak_01622,227
chr3,6874709,6876357,peak_00460,192
chr3,6876485,6877576,peak_03497,817
chr3,6884762,6886012,peak_00743,246
chr3,6896441,6896607,peak_01782,569
chr3,6913483,6913783,peak_04984,242
chr3,6914021,6915539,peak_01969,31
chr3,6951607,6951717,peak_03382,725
chr3,6974386,6975020,peak_02180,90
chr3,6992907,6994383,peak_00510,15
chr3,7018760,7019820,peak_02377,446
chr3,7022464,7023160,peak_00224,983
chr3,7027550,7027882,peak_02701,126
chr3,7028784,7030392,peak_04950,669
chr3,7064869,7065145,peak_02770,130
chr3,7071351,7072403,peak_04586,28
chr3,7092688,7093342,peak_00409,367
chr3,7101582,7102899,peak_02364,112
chr3,7121628,7123474,peak_02456,541
chr3,7122169,7123740,peak_00457,458
chr3,7138514,7140105,peak_03535,28
chr3,7140382,7141440,peak_03335,634
chr3,7151919,7153196,peak_04136,315
chr3,7181194,7181821,peak_01657,60
chr3,7193059,7194394,peak_02512,522
chr3,7195273,7196640,peak_04957,333
chr3,7215854,7217085,peak_00161,410
chr3,7218783,7219314,peak_02544,782
chr3,7234281,7235509,peak_01947,928
chr3,7258208,7258395,peak_01387,516
chr3,7261034,7262192,peak_04532,939
chr3,7267647,7268896,peak_02752,967
chr3,7308436,7309670,peak_02470,539
chr3,7332318,7333572,peak_02310,211
chr3,7343953,7344189,peak_02211,472
chr3,7347460,7348756,peak_00076,939
chr3,7361757,7363752,peak_00775,794
chr3,7361810,7363401,peak_01910,726
chr3,7373498,7374464,peak_00635,350
chr3,7401069,7401886,peak_00759,335
chr3,7401689,7401838,peak_02766,609
chr3,7417123,7418126,peak_04084,697
chr3,7419036,7420666,peak_00419,402
chr3,7422687,7423572,peak_02750,572
chr3,7426985,7427153,peak_01108,240
chr3,7460412,7460815,peak_02837,163
chr3,7461789,7462042,peak_00119,236
chr3,7468659,7468790,peak_03120,660
chr3,7479603,7480250,peak_01364,781
chr3,7482890,7483035,peak_03089,642
chr3,7487683,7488385,peak_04819,109
chr3,7493544,7493972,peak_00255,502
chr3,7500037,7502019,peak_01896,515
chr3,7522351,7524145,peak_04308,714
chr3,7526673,7527992,peak_04852,932
chr3,7529384,7531174,peak_03281,627
chr3,7540978,7541705,peak_01300,671
chr3,7592382,7592822,peak_03123,369
chr3,7597983,7599658,peak_03941,838
chr3,7598577,7599156,peak_04863,425
chr3,7621663,7622028,peak_02691,235
chr3,7622102,7622830,peak_02344,77
chr3,7630155,7632074,peak_01183,924
chr3,7651921,7652683,peak_00343,395
chr3,7654749,7654956,peak_03061,753
chr3,7668080,7669404,peak_02174,530
chr3,7674867,7676406,peak_03860,112
chr3,7677174,7678272,peak_00748,990
chr3,7697298,7697724,peak_00321,662
chr3,7700114,7701701,peak_02081,708
chr3,7711860,7712147,peak_01862,737
chr3,7714500,7715072,peak_04817,674
chr3,7730219,7732057,peak_03598,829
chr3,7742537,7743769,peak_04008,940
chr3,7747219,7747534,peak_01922,169
chr3,7761066,7761424,peak_03303,507
chr3,7802454,7803721,peak_02693,716
chr3,7815727,7816434,peak_01405,807
chr3,7831454,7832603,peak_04963,117
chr3,7854535,7855883,peak_02726,863
chr3,7864824,7866366,peak_02011,65
chr3,7867881,7869440,peak_00443,170
chr3,7873597,7875183,peak_01564,770
chr3,7886758,7887383,peak_00435,516
chr3,7887286,7888465,peak_02268,192
chr3,7906769,7907325,peak_00023,184
chr3,7920668,7921877,peak_02623,51
chr3,7927014,7927595,peak_03973,45
chr3,7938961,7939827,peak_01113,416
chr3,7947094,7948161,peak_02468,839
chr3,7973482,7973773,peak_02322,504
chr3,7977020,7978678,peak_00749,534
chr3,8012928,8014634,peak_01317,935
chr3,8034898,8035244,peak_00785,403
chr3,8048882,8049135,peak_02386,518
chr3,8098050,8098413,peak_01045,132
chr3,8099009,8100977,peak_01190,385
chr3,8112570,8112841,peak_04876,535
